"","h_35_38","h_36_39","h_36_40","h_36_41","h_37_44","h_37_45","h_37_46","h_38_47","h_38_48","h_38_49","h_38_50","h_38_51","h_38_52"
"pr.redux.catch",0.461,0.423733980582524,0.423467532467532,0.410336492890996,0.455575620767494,0.430847034764826,0.410829545454546,0.458969360902255,0.453562416107383,0.44487744,0.43071860816944,0.419353034682081,0.412907412587413
"1",0,0,0,0,0,0,0,0,0,0,0,0,0
"2",0.00540972684876749,0.00253271422541157,0.00234116585763993,0.00213738063023315,0.00077379417075058,0.000669203516598872,0.000553535572800781,0.000229852032753915,0.000204930281010648,0.000191193926406271,0.00017016207938061,0.000147231134477237,0.000136200350715903
"3",0.0816788807461692,0.0509591482575864,0.0476609820009451,0.0440810243739828,0.0209986496533099,0.0181865896863929,0.0150539968524448,0.00782454628166451,0.0069761683160708,0.00650855991141348,0.0057926007855816,0.00501199320282929,0.00463648693895387
"4",0.408421052631579,0.333544392852118,0.321169294213669,0.305684648116556,0.191976816519747,0.168245637055505,0.14028327996961,0.0910118278025188,0.0813487827995184,0.0759677200920917,0.0676465166404333,0.0585489144771148,0.0541680144826373
"5",0.789686875416389,0.704000750433845,0.686842218308347,0.663784144165343,0.459709599599448,0.407164414118882,0.342074130352201,0.237226452138103,0.212709092927344,0.198889481944124,0.177294706541314,0.153543669367949,0.142073990840526
"6",1,1,1,1,0.845241165849884,0.782889384595197,0.683746676073154,0.540008619451228,0.494889551117297,0.468058664669752,0.421760893918124,0.368243471219381,0.341828830209238
"7",0.786329113924051,0.877890342854463,0.902959749130117,0.941702453085476,1,0.989988190526178,0.920616486677159,0.824967677057894,0.787436066021705,0.763524978689844,0.707441754938245,0.633259513278408,0.594713156386378
"8",0.438107928047968,0.566413395244125,0.605889428240045,0.670196286056042,0.934227495486201,1,1,1,1,1,0.9621885679443,0.893625505340196,0.855446027773522
"9",0.155496335776149,0.229773462783172,0.257184586966794,0.306351354001216,0.589858744632751,0.699225823382758,0.769783469908287,0.862481444236939,0.923159683382716,0.970556135333434,1,1,1
"10",0.0427981345769487,0.0700717602363867,0.0817904549164483,0.104908131850893,0.278490039296606,0.36808817740454,0.449839908829435,0.562744816357803,0.652489475976194,0.73079098520637,0.824952850923838,0.912955726370937,0.972879105163696
"11",0.00437041972018654,0.00860653815487078,0.0109540787834529,0.0164127301605977,0.0789270054165592,0.125246030704632,0.180832474086938,0.265182205621798,0.346528566427297,0.426625347534793,0.549985110818054,0.698666944769921,0.810358036671944
"12",0.000799467021985343,0.00182918249613058,0.00251299454443919,0.00435319724689688,0.0341834954255109,0.0624065083322399,0.102089325446356,0.167782406742326,0.239221948033096,0.315350482366343,0.444888756540605,0.614082658012748,0.745600444921146
"13",0.000532978014656896,0.00124290605506308,0.00171828686799261,0.00301978547757711,0.025277276244519,0.0473559900275554,0.0795680251804417,0.134453861993009,0.196545217012629,0.265050546894294,0.386813856865331,0.553135102969775,0.687215894580928
"14",0.000586275816122585,0.00138361240091928,0.00191159414064178,0.0033727474165147,0.0284179702316831,0.0531163889253379,0.0889238617246432,0.149432552794139,0.217080938922238,0.290742230755136,0.419300633853746,0.591090062511886,0.726560770893985
"15",0.000159893404397069,0.000398667979925895,0.000579921817947506,0.00111771280663568,0.0117889817779059,0.0235008529064427,0.0416996798176589,0.0739740458746349,0.112267638947,0.155966445465916,0.236489839905844,0.349729156058868,0.442514939475969
"16",0.0000799467021985343,0.000234510576426997,0.000322178787748615,0.000607878894836951,0.00632690527849004,0.012518042251673,0.022076301079937,0.0388928793755687,0.0586869092244243,0.0811140232778605,0.122077111782306,0.179180290658798,0.22561020594628
"17",0,0,0,0,0,0,0,0,0,0,0,0,0
"18",0,0,0,0,0,0,0,0,0,0,0,0,0
"19",0,0,0,0,0,0,0,0,0,0,0,0,0
"20",0,0,0,0,0,0,0,0,0,0,0,0,0
"21",0,0,0,0,0,0,0,0,0,0,0,0,0
"22",0,0,0,0,0,0,0,0,0,0,0,0,0
"23",0,0,0,0,0,0,0,0,0,0,0,0,0
"24",0,0,0,0,0,0,0,0,0,0,0,0,0
"25",0,0,0,0,0,0,0,0,0,0,0,0,0
"26",0,0,0,0,0,0,0,0,0,0,0,0,0
