"","h_35_38","h_36_39","h_36_40","h_36_41","h_37_44","h_37_45","h_37_46","h_38_47","h_38_48","h_38_49","h_38_50","h_38_51","h_38_52"
"pr.redux.pop",0.461,0.423733980582524,0.423467532467532,0.410336492890996,0.455575620767494,0.430847034764826,0.410829545454546,0.458969360902255,0.453562416107383,0.44487744,0.43071860816944,0.419353034682081,0.412907412587413
"1",0,0,0,0,0,0,0,0,0,0,0,0,0
"2",0.0016902088615236,0.000809694745081104,0.000744749515912815,0.000684103710122455,0.000283998701720221,0.000252293164657332,0.000227712626665149,0.000108554059921841,0.000097081992677244,0.0000907523368726745,0.0000841366378999495,0.0000767140101700859,0.0000712576983763424
"3",0.0480502233490281,0.0307144206634099,0.0288714562335534,0.0268624723508084,0.0147882181110029,0.0131552864428466,0.0118898521494445,0.00669933626946219,0.00599134583379563,0.00560071564699934,0.00519243251039688,0.0047343503419253,0.00439761795693999
"4",0.372872147772546,0.316185797954171,0.306340300878804,0.293890953868606,0.21545358649789,0.194067506442486,0.176607407166442,0.124930215247193,0.112018750693443,0.104818949087939,0.0972379143729416,0.0886813957566193,0.0823840789942485
"5",0.827628878425691,0.762786429516072,0.748895288218063,0.729801837958635,0.589337877312561,0.536753707808473,0.492428555163384,0.371968240183611,0.33464162875846,0.313562288514644,0.291184884252025,0.265748290373488,0.246918104545223
"6",1,1,1,1,0.940400843881857,0.887801625488818,0.840471039833445,0.704066124930215,0.645026628203706,0.610179819273204,0.571780571648357,0.525425214799228,0.489499669160686
"7",0.751690208861524,0.824890016463793,0.844421826125813,0.874238934622489,1,1,1,0.942032132001737,0.895095972484189,0.865816187623974,0.831786821798601,0.781518499035595,0.735654298366163
"8",0.320777496076301,0.418990040754635,0.449158433047019,0.498118714797163,0.784708698474521,0.857976969238255,0.931409703810934,1,1,1,1,0.976624145186744,0.937751310632667
"9",0.104279850295787,0.156271085800653,0.175512635916787,0.209974232093585,0.459672184355729,0.556774972518066,0.66498593061271,0.799609205384281,0.853947076445135,0.895725564933297,0.955455659991827,1,1
"10",0.0279186285162381,0.0463145394186392,0.0541681147907254,0.0696189542334618,0.207643622200584,0.278964156349678,0.367755892064215,0.490772904906643,0.564698213691335,0.627954312680694,0.728442991418063,0.836807382079607,0.887026009059907
"11",0.00241458408789086,0.00483117864565059,0.00613177101434884,0.00923540008665314,0.0500243427458617,0.0808058964516768,0.125990143296303,0.197258234600831,0.25563075557528,0.311941711070489,0.411644510685353,0.540044713308785,0.620288084694864
"12",0.000362187613183629,0.000836684569917141,0.00116677424159674,0.0020067042163592,0.0179933463161311,0.0336090537204231,0.0597582993119826,0.105654115749643,0.150449350937535,0.197904917480197,0.288913195028727,0.417105032439067,0.505838041431262
"13",0.000241458408789086,0.000566786321556773,0.000769574499776575,0.00136820742024491,0.0133885102239533,0.0258059865563785,0.047331695971113,0.0864400471434775,0.12674747586819,0.171197801200524,0.260030289189644,0.391307206733298,0.487565531633328
"14",0.000271640709887722,0.000620765971228847,0.000844049451367857,0.00152783161927348,0.0148693605972087,0.0285992323079418,0.0523739041329842,0.0953104646113765,0.139160102074781,0.187092424772795,0.281809658886031,0.41980098193933,0.519051254644475
"15",0.0000603646021972715,0.000188928773852258,0.000273074822501365,0.000524479511093882,0.00636968516715352,0.0130651817411833,0.0253248971226883,0.0486167111221388,0.0741012981249306,0.10326319474155,0.163381331282002,0.255019288093986,0.324334503995521
"16",0.0000301823010986358,0.0000809694745081104,0.000124124919318802,0.000228034570040818,0.00273855890944499,0.00558649150312663,0.0107512890161188,0.0204546864338441,0.0309691556640408,0.0428739968625621,0.0672251736820597,0.103980361213396,0.131460273833155
"17",0,0,0,0,0,0,0,0,0,0,0,0,0
"18",0,0,0,0,0,0,0,0,0,0,0,0,0
"19",0,0,0,0,0,0,0,0,0,0,0,0,0
"20",0,0,0,0,0,0,0,0,0,0,0,0,0
"21",0,0,0,0,0,0,0,0,0,0,0,0,0
"22",0,0,0,0,0,0,0,0,0,0,0,0,0
"23",0,0,0,0,0,0,0,0,0,0,0,0,0
"24",0,0,0,0,0,0,0,0,0,0,0,0,0
"25",0,0,0,0,0,0,0,0,0,0,0,0,0
"26",0,0,0,0,0,0,0,0,0,0,0,0,0
